,sample
5804,TNKS2
5805,RP11-263I1.1
5806,RP11-703I16.3
5807,PCDH8P1
5808,MT2P1
5809,ST7-AS2_1
5810,AC006026.12
5811,AC006026.13
5812,LINC00266-4P
5813,RP11-353N4.5
5814,RP11-353N4.6
5815,U73166.2
5816,EPOR
5817,FBXL19-AS1
5818,CERS6-AS1
5819,EGFLAM-AS2
5820,AL512791.1
5821,ABC7-481722F1.1
5822,SNORA9
5823,SNORA8
5824,HS6ST1
5825,HS6ST2
5826,HS6ST3
5827,SNORA1
5828,SNORA3
5829,SNORA2
5830,SNORA5
5831,SNORA4
5832,PROSC
5833,SNORA6
5834,LOC440461
5835,RP11-17G11.1
5836,AP003064.1
5837,TCERG1
5838,CNBP
5839,FAM218BP
5840,RP11-429D19.1
5841,INTS12
5842,INTS10
5843,RP11-73M7.9
5844,RP11-73M7.6
5845,RP11-73M7.1
5846,CTD-2207O23.12
5847,RPL13AP
5848,AC007131.1
5849,AC007131.2
5850,AC007131.3
5851,RN7SL632P
5852,AC005020.1
5853,RP11-16F15.4
5854,HCG4P11
5855,SYF2P2
5856,SYF2P1
5857,TUBG1P
5858,LYRM5
5859,ARHGEF3-AS1
5860,MIR378H
5861,RPS26P52
5862,TXN2
5863,AGAP1
5864,AGAP2
5865,AGAP3
5866,AGAP4
5867,AGAP5
5868,AGAP6
5869,TAPT1
5870,RP11-166B2.8
5871,AGAP9
5872,RN7SKP255
5873,RN7SKP254
5874,RN7SKP257
5875,RN7SKP256
5876,RN7SKP251
5877,RN7SKP250
5878,AC009276.4
5879,RN7SKP252
5880,RP11-356J5.4
5881,AC115283.1
5882,CCL4L2
5883,RP11-793K1.1
5884,RN7SKP259
5885,RN7SKP258
5886,RP11-813B8.1
5887,RP11-424G14.1
5888,SLC23A1
5889,GDPD3
5890,BASP1
5891,SLC23A2
5892,EXTL3-AS1
5893,GDPD4
5894,GDPD5
5895,RBM17P4
5896,RP11-433B3.1
5897,RBM17P2
5898,RBM17P3
5899,RBM17P1
5900,CMB9-55F22.1
5901,PON1
5902,RP5-1154E9.7
5903,RP3-433F14.4
5904,RP3-433F14.2
5905,RP3-433F14.1
5906,RP11-789C17.3
5907,AP000281.1
5908,AP000281.2
5909,CTD-3092A11.1
5910,RP11-789C17.5
5911,RP11-380G5.2
5912,RP11-380G5.3
5913,ZNF30-AS1
5914,RP11-325E14.5
5915,GBAP1
5916,AL020993.1
5917,RNU6-492P
5918,C6orf106
5919,YWHAQ
5920,YWHAH
5921,YWHAB
5922,FCRL1
5923,FCRL2
5924,FCRL3
5925,FCRL4
5926,FCRL5
5927,FCRL6
5928,YWHAE
5929,RNU6-91P
5930,RP11-392O18.2
5931,RN7SL37P
5932,FCRLA
5933,FCRLB
5934,FAM163A
5935,RNU1-20P
5936,HTR1D
5937,MIR22HG
5938,XXbac-BPGBPG24O18.1
5939,RNU6-257P
5940,PDCD1LG2
5941,RN7SL718P
5942,SLC20A2
5943,CHST10
5944,CHST13
5945,CHST12
5946,CHST15
5947,CHST14
5948,RP11-312B8.1
5949,ROCK1
5950,ROCK2
5951,RP11-312B8.2
5952,RP11-661D19.3
5953,HTR1B
5954,BACE2-IT1
5955,IGLV5-45
5956,CTD-2336H13.2
5957,RP11-6L6.7
5958,RP11-6L6.6
5959,RP11-6L6.4
5960,IGLV5-48
5961,AGER
5962,RP11-316J7.4
5963,CTC-367J11.1
5964,RP11-805L22.2
5965,PRKX-AS1
5966,OR5H4P
5967,RP11-492C2.1
5968,RP11-474L11.5
5969,RPS4XP10
5970,RP11-474L11.3
5971,AC096509.1
5972,PNMA6A
5973,HMGN1P8
5974,IBA57-AS1
5975,LRRC9
5976,AL358134.2
5977,LRRC4
5978,WNK3
5979,LRRC6
5980,VSX2
5981,RP11-849H4.2
5982,LRRC1
5983,WNK4
5984,LRRC3
5985,RP11-16N11.2
5986,RP11-38L15.2
5987,RP11-38L15.3
5988,HAND2-AS1
5989,CTD-2572N17.1
5990,RP11-38L15.8
5991,RFNG
5992,KLHL6-AS1
5993,MIR378C
5994,AC108105.1
5995,AC136611.1
5996,MORN5
5997,MORN4
5998,PLD6
5999,HMGN1P7
6000,MORN1
6001,PLD1
6002,PLD2
6003,PLD3
6004,ST20
6005,RNU6ATAC15P
6006,AC007279.2
6007,TREML3P
6008,FLJ46066
6009,HMGN1P3
6010,RP11-384C4.7
6011,RRP1
6012,DOCK8
6013,DOCK9
6014,RP11-465K1.2
6015,RP11-384C4.2
6016,GRIA2
6017,GRIA3
6018,RNU6-678P
6019,DOCK1
6020,ZNF75D
6021,DOCK7
6022,GRIA4
6023,DOCK5
6024,ACSBG1
6025,ACSBG2
6026,HOTAIRM1
6027,RP11-34F13.3
6028,TNFRSF12A
6029,RP11-843B15.4
6030,RP11-843B15.3
6031,RP11-843B15.2
6032,RP11-843B15.1
6033,RNU6-178P
6034,AC007948.1
6035,RP11-260A9.1
6036,SCNN1G
6037,ARHGAP22-IT1
6038,SCNN1D
6039,AC072062.1
6040,SCNN1B
6041,SCNN1A
6042,RP1-43O17.2
6043,RBMY2GP
6044,CTD-2135D7.3
6045,FAM98C
6046,FAM98B
6047,FAM98A
6048,RN7SL335P
6049,RP11-218F10.3
6050,CTA-150C2.20
6051,RP11-561N12.8
6052,CLEC9A
6053,SKINTL
6054,LL0XNC01-250H12.3
6055,RPL26P31
6056,RP11-561N12.6
6057,IARS2P1
6058,RPL26P30
6059,AC098583.1
6060,SCUBE2
6061,SCUBE3
6062,SCUBE1
6063,OR7E7P
6064,RP11-467L24.1
6065,RP11-72J9.1
6066,7SK
6067,RP11-580P21.1
6068,RP11-841O20.2
6069,RPSAP52
6070,RNU6-778P
6071,RPSAP51
6072,RP11-561N12.1
6073,RPSAP54
6074,RPSAP55
6075,ZNF750
6076,RPSAP58
6077,RPL19P14
6078,SMIM13
6079,SMIM12
6080,SMIM11
6081,SMIM10
6082,RP11-260A9.6
6083,SMIM15
6084,SMIM14
6085,RPP30
6086,SMIM18
6087,CTC-493L21.1
6088,RNU6-520P
6089,CHIAP1
6090,CHIAP3
6091,CHIAP2
6092,BCORL1
6093,CTC-535M15.1
6094,RP11-529J17.1
6095,AC113607.2
6096,AC113607.3
6097,RP11-655H13.2
6098,AC073284.4
6099,RP5-1120P11.3
6100,HACE1
6101,AC127383.1
6102,GS1-259H13.2
6103,SOD2P1
6104,AP004550.1
6105,GS1-259H13.7
6106,RP4-581F12.1
6107,OR6M3P
6108,RP1-229K20.5
6109,PCED1CP
6110,RP1-229K20.8
6111,RP1-229K20.9
6112,RP11-281A20.1
6113,RP11-281A20.2
6114,RP11-261P9.4
6115,RNU6-643P
6116,RP11-484D2.2
6117,AC015936.3
6118,RP11-138A23.2
6119,ITPR1-AS1
6120,RP11-484D2.5
6121,RP11-138A23.1
6122,PPP1R10P1
6123,FTLP13
6124,NT5DC4
6125,NT5DC2
6126,NT5DC3
6127,NT5DC1
6128,RP11-533K9.3
6129,RP11-483A20.3
6130,FTLP17
6131,FTLP16
6132,RUSC2
6133,RP11-23J9.7
6134,RP11-23J9.4
6135,RUSC1
6136,RP11-23J9.3
6137,PPIH
6138,PPIG
6139,PPIF
6140,PPIE
6141,PPID
6142,PPIC
6143,PPIB
6144,PPIA
6145,RP11-671C19.2
6146,FMR1-AS1_2
6147,RNU6-455P
6148,LYST-AS1
6149,IGLL3P
6150,RP11-142C4.4
6151,RP11-114O18.1
6152,DCPS
6153,RP11-454K7.1
6154,RP11-454K7.2
6155,RP11-454K7.3
6156,PTHLH
6157,THEMIS2
6158,LLPH
6159,AL732479.1
6160,NDP-AS1
6161,FKSG59
6162,DCP2
6163,RP11-735A19.2
6164,RP11-735A19.3
6165,RP11-513D5.2
6166,RP11-274A11.4
6167,RP3-476K8.3
6168,AC107068.1
6169,AC034198.7
6170,AC034198.1
6171,RP11-75I2.3
6172,LZIC
6173,AC005300.5
6174,NAA50
6175,BTF3P5
6176,RP11-221N13.2
6177,RAB28P2
6178,RAB28P3
6179,RAB28P1
6180,CFDP1
6181,RAB28P4
6182,RAB28P5
6183,ATF6B
6184,DUX4L8
6185,LINC01243
6186,RP11-265D19.7
6187,RP11-265D19.6
6188,OR7E22P
6189,RNU2-10P
6190,RP4-613A2.1
6191,RP11-916L7.1
6192,RP11-265D19.8
6193,ADGRL3-AS1
6194,RP11-440I14.2
6195,RP11-440I14.3
6196,RP11-440I14.4
6197,AC078941.1
6198,RP11-161I2.1
6199,RP11-549B18.3
6200,RP11-549B18.1
6201,RP11-566J3.2
6202,TDP1
6203,PDE7A
6204,LA16c-313D11.12
6205,TPPP3
6206,TPPP2
6207,TDP2
6208,RP11-171N4.3
6209,PIP
6210,MIR3118-4
6211,PIR
6212,RPL30P15
6213,RPL30P12
6214,RPL30P13
6215,RPL30P10
6216,RPL30P11
6217,RP11-359K18.4
6218,AC079809.2
6219,RP11-169K17.3
6220,RP11-169K17.2
6221,RP11-491H9.4
6222,CTD-2116N20.1
6223,RP11-491H9.3
6224,RP4-536B24.3
6225,RASA3-IT1
6226,AC011551.3
6227,PI3
6228,TRAJ51
6229,PIGUP1
6230,RP4-536B24.4
6231,AC105398.1
6232,IGHV1OR15-6
6233,RP11-359K18.3
6234,RP11-328K22.1
6235,RP1-63G5.8
6236,RP11-171N4.1
6237,RP11-109L13.1
6238,RP11-279N8.1
6239,RP1-63G5.7
6240,ANKRD52
6241,ANKRD53
6242,ANKRD50
6243,BEND3P3
6244,BEND3P2
6245,ANKRD54
6246,ANKRD55
6247,CTC-297N7.1
6248,CTD-2325M2.1
6249,RP11-725D20.1
6250,RP11-804F13.1
6251,KBTBD7
6252,AMH
6253,KBTBD4
6254,KBTBD3
6255,KBTBD2
6256,CTC-332L22.1
6257,AMN
6258,RNU6-684P
6259,AC006994.3
6260,RNU6-886P
6261,KBTBD8
6262,RP11-124G5.2
6263,RP11-124G5.3
6264,RP11-124G5.1
6265,RP11-290H9.5
6266,AC092484.1
6267,RP11-307A17.2
6268,AMT
6269,AC009977.1
6270,RP11-449L23.2
6271,RP11-449L23.3
6272,RASL11B
6273,RASL11A
6274,RP11-700N1.1
6275,CHRM2
6276,RP11-495O10.1
6277,RPL7P44
6278,RP4-738P15.4
6279,RP11-791G15.2
6280,RP11-165F24.2
6281,RP11-165F24.3
6282,RP11-165F24.5
6283,RP1-155D22.2
6284,DUX4L17
6285,DUX4L16
6286,DUX4L15
6287,RP11-350J20.9
6288,DUX4L13
6289,DUX4L12
6290,DUX4L11
6291,DUX4L10
6292,CTD-2110K23.1
6293,GRIK4_3p_UTR
6294,FAM91A1
6295,DUX4L19
6296,RP11-350J20.5
6297,RBM26
6298,RBM27
6299,RBM24
6300,RBM25
6301,RBM22
6302,RBM23
6303,RBM20
6304,FMO9P
6305,RP11-716D19.1
6306,RBM28
6307,PRSS46
6308,RP6-218J18.2
6309,MIR1258
6310,EPHA8
6311,EPHA7
6312,EPHA6
6313,EPHA5
6314,EPHA4
6315,EPHA3
6316,EPHA2
6317,EPHA1
6318,MIR1252
6319,RPL31P56
6320,RP11-144A16.5
6321,RP11-270B14.1
6322,LSMEM1
6323,LSMEM2
6324,CLYBL-AS1
6325,AP004289.1
6326,AP004289.2
6327,AL080272.1
6328,RP11-810P12.6
6329,RP11-810P12.7
6330,RPL31P52
6331,RP11-810P12.1
6332,RP11-355E10.1
6333,AC011465.1
6334,SNORD121B
6335,SNORD121A
6336,AE000661.36
6337,AC023157.1
6338,AC113189.5
6339,FAM90A14P
6340,RPL31P59
6341,ZGLP1
6342,COL9A2
6343,COL9A3
6344,COL9A1
6345,LL22NC03-24A12.9
6346,LL22NC03-24A12.8
6347,FAM225B
6348,RP11-804H8.7
6349,CD200R1
6350,AL137229.1
6351,GLB1L2
6352,GLB1L3
6353,AC000041.10
6354,AC005740.4
6355,AC005740.5
6356,AC005740.6
6357,XXbac-BPG294E21.9
6358,AC005740.3
6359,RP11-664H17.1
6360,MIR125A
6361,ARL9
6362,RP5-1027O15.1
6363,ARL1
6364,ARL3
6365,ARL2
6366,RP11-393B14.2
6367,ARL6
6368,SPANXA2-OT1
6369,RRM2
6370,RRM1
6371,RP11-70D24.1
6372,AL160010.1
6373,ZC3H12A
6374,ZC3H12B
6375,ZC3H12C
6376,ZC3H12D
6377,RP11-70D24.3
6378,CTC-339D2.1
6379,RP3-413H6.2
6380,TSR1
6381,CTA-293F17.1
6382,TSR3
6383,TSR2
6384,RP11-1033H12.1
6385,RAD51-AS1
6386,TH
6387,TF
6388,TG
6389,NIP7P1
6390,MTAPP2
6391,AP003550.1
6392,MTAPP1
6393,RP11-730G20.2
6394,RP11-359B12.2
6395,RNU6-901P
6396,MLXIPL
6397,TXNL1
6398,IGHVII-22-1
6399,TAPBPL
6400,RP11-310P5.2
6401,AC034205.1
6402,CTD-2146O16.1
6403,CYP4A11
6404,SF3A3P2
6405,CTC-270D5.1
6406,CTC-270D5.2
6407,RN7SL337P
6408,CYP3A5
6409,AL513548.1
6410,MIR6787
6411,RP11-497K21.1
6412,UGT2B26P
6413,RP11-314N14.1
6414,RNU6-805P
6415,CTD-3074O7.2
6416,SRSF11
6417,SRSF10
6418,SRSF12
6419,IGKV3-11
6420,IGKV3-15
6421,PVRL1
6422,TSPY4
6423,RNU6-990P
6424,RP11-383H17.4
6425,NBEA
6426,RN7SL517P
6427,MRPS25
6428,LMCD1-AS1
6429,RP11-154D3.1
6430,Y_RNA
6431,IL2RB
6432,RP11-479J7.1
6433,SULT1E1
6434,SLC17A8
6435,RPL35AP21
6436,RPL35AP26
6437,RP11-479J7.2
6438,TPCN1
6439,GSTM2P1
6440,RP11-577N1.1
6441,RP11-114O13.1
6442,PLS1-AS1
6443,RP11-577N1.2
6444,RNU6-1036P
6445,CTD-2161F6.2
6446,RNU7-13P
6447,AL138721.1
6448,PIDD1
6449,RP11-629P16.1
6450,NRBF2P5
6451,AP001107.1
6452,RP11-37J13.1
6453,RP11-1079K10.2
6454,AC022021.1
6455,RN7SL202P
6456,AC006116.21
6457,GLTSCR1-AS1
6458,BBOX1
6459,RP11-309H21.3
6460,RP11-309H21.2
6461,CAPRIN1
6462,AP000438.4
6463,RP11-309H21.4
6464,MRPS10P1
6465,RN7SKP89
6466,RASA4B
6467,RP11-390B4.3
6468,RP11-835E18.5
6469,RP11-44N17.2
6470,RN7SKP83
6471,CRYBA2
6472,RN7SKP81
6473,RN7SKP80
6474,RN7SKP87
6475,RN7SKP86
6476,RN7SKP85
6477,CRYBA4
6478,RWDD2A
6479,RWDD2B
6480,RNU2-22P
6481,MRPS21
6482,LINC00526
6483,RP11-367J7.3
6484,LINC00524
6485,LINC00525
6486,RP11-440L14.1
6487,LINC00523
6488,RP11-367J7.4
6489,LINC00521
6490,RNU6-1266P
6491,LINC00528
6492,LINC00529
6493,ARL13B
6494,ARL13A
6495,TICRR
6496,RP11-366L20.3
6497,RP11-366L20.2
6498,MC3R
6499,RNU6-36P
6500,MIR2052HG
6501,CTD-2376I4.1
6502,CH507-513H4.1
6503,AC018738.2
6504,UBALD1
6505,MIR548AA2
6506,GFM1
6507,GFM2
6508,ATP13A5-AS1
6509,RIPPLY1
6510,RIPPLY3
6511,RIPPLY2
6512,WASIR2
6513,RP1-20C7.6
6514,RP11-85I17.2
6515,CIR1P1
6516,RNU6-1101P
6517,CIR1P3
6518,CIR1P2
6519,MIR4748
6520,OR2AQ1P
6521,RP1-288L1.5
6522,CTA-941F9.10
6523,MIR6130
6524,AL133167.2
6525,RP4-809F4.1
6526,RP11-338K17.8
6527,AC025156.1
6528,SLC4A5
6529,SLC4A4
6530,SLC4A7
6531,SLC4A1
6532,RASA4DP
6533,SLC4A3
6534,SLC4A2
6535,DCTN2
6536,DCTN3
6537,DCTN1
6538,SLC4A9
6539,SLC4A8
6540,DCTN4
6541,DCTN5
6542,RPS4Y2
6543,KCMF1
6544,RPS4Y1
6545,AL353751.1
6546,AP5B1
6547,MIR6785
6548,RNA5SP484
6549,AC135050.1
6550,KNTC1
6551,AC135050.5
6552,LA16c-431H6.7
6553,RP11-944L7.6
6554,RP11-944L7.4
6555,RP11-566H16.1
6556,AC091053.2
6557,RP1-269M15.3
6558,RP11-45A12.2
6559,BROX
6560,FAM220BP
6561,CTD-2267D19.3
6562,RNF19BPX
6563,RNF19BPY
6564,PLCL2
6565,CTD-2267D19.7
6566,CTD-2267D19.4
6567,PLCL1
6568,MXRA5
6569,RP11-275F13.3
6570,MXRA7
6571,MXRA8
6572,RP11-26L16.1
6573,RP11-154B12.3
6574,RP11-378A12.1
6575,HHATL
6576,RP11-428F8.2
6577,MIR219B
6578,RP11-751A18.1
6579,CTD-2538G9.5
6580,RNU6-98P
6581,CTA-503F6.2
6582,LINC-ROR
6583,RP11-240L7.4
6584,RP11-112L6.2
6585,RP11-31E13.2
6586,IGSF8
6587,IGSF9
6588,IGSF5
6589,IGSF6
6590,RP11-335E6.4
6591,OR2S2
6592,WDR82P2
6593,IGSF3
6594,CICP18
6595,CICP10
6596,MOB1A
6597,MOB1B
6598,RP1-207H1.2
6599,RP11-266K4.13
6600,CICP16
6601,CICP17
6602,RPS2P4
6603,CLDN10-AS1
6604,C18orf42
6605,DEFA9P
6606,RP11-399K21.14
6607,AL139295.1
6608,RP11-17E3.1
6609,RNU4-75P
6610,AC005514.2
6611,ILVBL
6612,RNA5SP481
6613,ITGB1
6614,ITGB3
6615,ITGB2
6616,ITGB5
6617,ITGB4
6618,ITGB7
6619,ITGB6
6620,ITGB8
6621,AC099799.1
6622,RP11-45F15.1
6623,KRT19P4
6624,KRT19P6
6625,RNU6-1301P
6626,KRT19P1
6627,KRT19P2
6628,AC006050.2
6629,RP11-64P14.7
6630,RP11-1H8.6
6631,MGC39584
6632,RP11-219G17.4
6633,RP11-219G17.6
6634,H3F3AP4
6635,H3F3AP5
6636,H3F3AP6
6637,H3F3AP1
6638,OACYLP
6639,H3F3AP3
6640,CTB-129O4.1
6641,KCNA10
6642,RP5-1148A21.3
6643,AGKP1
6644,AICDA
6645,RNU4-28P
6646,RNU6-287P
6647,RP11-179A16.1
6648,AC008759.1
6649,AL031905.1
6650,RP5-1195D24.1
6651,BTF3P2
6652,MAT1A
6653,RP11-893F2.14
6654,AC134300.1
6655,RPL9P25
6656,HLCS-IT1
6657,CTC-454I21.3
6658,CTC-467M3.3
6659,CTC-467M3.2
6660,CTC-467M3.1
6661,CFAP69
6662,RAN
6663,CFAP61
6664,FGR
6665,SHMT2
6666,RNU6-595P
6667,SHMT1
6668,LA16c-361A3.3
6669,RNU4ATAC2P
6670,FGG
6671,AL391730.2
6672,FGA
6673,RAX
6674,AC021066.1
6675,EXT2
6676,RNA5SP248
6677,RNA5SP249
6678,RNA5SP246
6679,RNA5SP247
6680,RNA5SP244
6681,RNA5SP245
6682,RNA5SP242
6683,RPL23AP69
6684,RNA5SP240
6685,RNA5SP241
6686,SUMO2P8
6687,AC007192.6
6688,LY96
6689,SUMO2P3
6690,SUMO2P2
6691,SUMO2P5
6692,SUMO2P4
6693,SUMO2P7
6694,SUMO2P6
6695,RP11-19P22.2
6696,RP1-244F24.1
6697,CTD-3138B18.5
6698,C14orf169
6699,C14orf166
6700,BSPH1
6701,SPTY2D1
6702,RP1-209A6.1
6703,TCTA
6704,RP11-19P22.6
6705,AC091729.9
6706,OCM
6707,RP11-190G13.4
6708,USP3-AS1
6709,RP11-617I14.1
6710,TEFM
6711,LINC01598
6712,NUS1P4
6713,OR4A49P
6714,NUS1P1
6715,RPL23AP65
6716,NUS1P3
6717,NUS1P2
6718,PPP1R26-AS1
6719,CASD1
6720,AC010642.1
6721,RBMS1P1
6722,RPL39P
6723,RP11-19P22.8
6724,AC002519.8
6725,APOBEC2
6726,RPS13P2
6727,BASP1P1
6728,CEL
6729,RP11-804L24.2
6730,KRT8P46
6731,RP11-78F17.3
6732,RP11-48O20.5
6733,CTB-39G8.3
6734,RP11-166P13.4
6735,AC084262.3
6736,RP11-200K12.3
6737,RP11-166P13.3
6738,TMED7
6739,KRT8P45
6740,CTD-3138B18.6
6741,KRT8P42
6742,TMED5
6743,TSIX
6744,RP11-35J1.2
6745,SNX29P2
6746,UHRF1BP1L
6747,CTD-2139B15.4
6748,RNU6-733P
6749,KRT8P41
6750,RP11-63M22.2
6751,RP11-63M22.1
6752,RNASEH2A
6753,RNASEH2C
6754,RNASEH2B
6755,RP11-685B24.1
6756,RP11-35J1.1
6757,MAOB
6758,MAOA
6759,NEIL1
6760,NEIL3
6761,NEIL2
6762,HNRNPR
6763,MMP28
6764,RP5-937E21.8
6765,RNU6-143P
6766,TRPC7-AS2
6767,CLYBL
6768,TRPC7-AS1
6769,RP5-937E21.1
6770,AHI1
6771,AC074008.1
6772,RP11-397O8.7
6773,CTAGE7P
6774,RP11-257I8.1
6775,RNU6-64P
6776,MESP1
6777,MESP2
6778,TMEM178B
6779,RP11-257I8.2
6780,RP11-416A17.1
6781,EEF1A1P25
6782,SNCAIP
6783,OLMALINC
6784,AC144833.1
6785,RP11-146B14.1
6786,C1QBP
6787,FSIP2-AS1
6788,FAM86DP
6789,HNRNPL
6790,RNU7-153P
6791,RNU6ATAC34P
6792,RP11-259G18.1
6793,AL928874.1
6794,CTD-2193G5.1
6795,AC104777.2
6796,AC104777.3
6797,AC104777.1
6798,AC104777.4
6799,RP1-40E16.9
6800,FLJ38576
6801,RNU6-708P
6802,RP11-391M7.3
6803,TAAR5
6804,RP11-368N21.1
6805,TAAR6
6806,TAAR1
6807,RP11-368N21.5
6808,TAAR3
6809,TAAR2
6810,RP11-218I21.2
6811,TAAR9
6812,TAAR8
6813,RP11-502I4.3
6814,CTA-331P3.1
6815,PHBP9
6816,PHBP8
6817,PHBP7
6818,PHBP6
6819,PHBP5
6820,RCE1
6821,PHBP3
6822,PHBP2
6823,PHBP1
6824,IGHD1OR15-1B
6825,AC015933.2
6826,RP11-631F7.2
6827,UVSSA
6828,BMP7-AS1
6829,RP11-631F7.1
6830,SPANXA1
6831,SPANXA2
6832,SCN9A
6833,IGHV3-37
6834,CTD-2089N3.1
6835,IGHV3-35
6836,CTD-2089N3.3
6837,IGHV3-33
6838,IGHV3-32
6839,RNU6-430P
6840,AL021546.6
6841,VSTM5
6842,VSTM4
6843,VSTM1
6844,RP11-49I11.3
6845,IGHV3-38
6846,RP11-34F20.7
6847,RAD54B
6848,RAD54L
6849,RP11-160H22.5
6850,RP11-160H22.3
6851,AC005392.13
6852,RNU6-166P
6853,ABCB1
6854,ABCB7
6855,ABCB6
6856,ABCB5
6857,ABCB4
6858,ABCB9
6859,ABCB8
6860,RP11-492I2.1
6861,NPM1P36
6862,HMGB1P1
6863,NPM1P34
6864,RP11-202I11.2
6865,NPM1P32
6866,HMGB1P5
6867,NPM1P30
6868,RP11-404K5.2
6869,HMGB1P8
6870,HMGB1P9
6871,EEF1A1P5
6872,EEF1A1P4
6873,EEF1A1P3
6874,EEF1A1P2
6875,NPM1P38
6876,NPM1P39
6877,FLJ41941
6878,RP11-561O4.1
6879,AL512655.1
6880,RP4-583P15.16
6881,AC025300.1
6882,CH17-340M24.3
6883,AP002381.2
6884,TRIM43CP
6885,AC009404.2
6886,RP11-97O12.3
6887,GOLGB1
6888,RP11-483H20.4
6889,DNLZ
6890,RP11-123O1.1
6891,PMAIP1
6892,RP11-83N9.6
6893,LINC00200
6894,SLC9A8
6895,RP1-125I3.2
6896,AP000688.15
6897,IST1
6898,AP000688.11
6899,RP11-56I23.1
6900,RP11-812I20.2
6901,AL020997.1
6902,ERICH3-AS1
6903,SNRNP200
6904,RP11-75A9.3
6905,RP11-75A9.1
6906,RP11-259A24.1
6907,GADD45A
6908,GADD45B
6909,RP11-165I9.9
6910,GADD45G
6911,ZYG11B
6912,ZYG11A
6913,SPEF1
6914,XKR5
6915,SPEF2
6916,RP4-672N11.1
6917,AC007326.10
6918,AC012370.3
6919,AC012370.2
6920,CTD-2281M20.1
6921,AC109826.1
6922,AC009120.10
6923,AC009120.11
6924,LINC00205
6925,RP11-6B6.3
6926,BCAS2P2
6927,BCAS2P3
6928,OSTN-AS1
6929,BCAS2P1
6930,RP11-96O20.2
6931,RP3-446N13.4
6932,ZNF273
6933,ZNF277
6934,ZNF276
6935,ZNF275
6936,ZNF274
6937,AP000547.1
6938,AL845259.5
6939,AL845259.6
6940,AL845259.7
6941,RNA5SP400
6942,KCNV2
6943,KCNV1
6944,GACAT3
6945,RP1-97G4.1
6946,ARHGEF37
6947,PLGRKT
6948,RP11-603J24.6
6949,MIMT1_1
6950,HMGN1P16
6951,HMGN1P17
6952,ITGA10
6953,ITGA11
6954,HMGN1P12
6955,HMGN1P13
6956,HMGN1P10
6957,RP11-25H11.1
6958,RP11-159H10.4
6959,TRBV3-1
6960,OR4Q1P
6961,CTXN1
6962,CTXN2
6963,CTXN3
6964,CCKBR
6965,ZBTB45P2
6966,RNU6-353P
6967,MAML2
6968,MAML3
6969,MAML1
6970,RP11-1260E13.3
6971,RP11-1260E13.2
6972,RP11-1260E13.1
6973,RP11-1260E13.4
6974,IRGM
6975,AC099344.2
6976,MIR6889
6977,HNRNPDP2
6978,RP5-1024N4.5
6979,HNRNPDP1
6980,RP5-1024N4.4
6981,RP11-139E19.2
6982,FAM58CP
6983,RP11-431M7.2
6984,ERVMER61-1
6985,RNU6-821P
6986,HERC1
6987,Z82205.1
6988,HERC3
6989,HERC2
6990,HERC5
6991,HERC4
6992,MIR4489
6993,HERC6
6994,MIR4487
6995,MIR4486
6996,AC010525.1
6997,MIR4484
6998,RP3-522D1.1
6999,AC010525.5
7000,MIR4480
7001,CTD-2275D10.2
7002,PEX5L
7003,RP5-1024N4.2
7004,C17orf59
7005,C17orf58
7006,SLCO2B1
7007,PRR30
7008,PRR31
7009,PRR32
7010,PRR33
7011,PRR34
7012,PRR35
7013,PRR36
7014,RP11-510M2.2
7015,CTA-268H5.12
7016,CTA-268H5.14
7017,MKNK2
7018,LCLAT1
7019,GLYCTK-AS1
7020,MKNK1
7021,AC132068.1
7022,TRBV7-9
7023,RP11-70P17.1
7024,TRBV7-1
7025,TRBV7-3
7026,ADRA2C
7027,TRBV7-5
7028,TRBV7-4
7029,TRBV7-7
7030,TRBV7-6
7031,RP11-556G22.1
7032,RP11-556G22.3
7033,RP11-556G22.2
7034,RP11-510M2.4
7035,DACT3-AS1
7036,RP11-510M2.5
7037,LINC00052
7038,IFNB1
7039,ABCC6P1
7040,ABCC6P2
7041,BEAN1
7042,RNU6-967P
7043,CTC-239J10.1
7044,CTD-3247H4.2
7045,CD58
7046,RP13-923O23.6
7047,RP13-923O23.7
7048,RP11-543E8.1
7049,RP11-543E8.2
7050,RP11-767L7.2
7051,RN7SL681P
7052,OSBP2
7053,LRP2
7054,LRP3
7055,LRP1
7056,LRP6
7057,RP11-697K23.3
7058,LRP4
7059,LRP5
7060,MIR3136
7061,MIR3137
7062,LRP8
7063,VN1R71P
7064,MIR3133
7065,RP11-719K4.7
7066,RP11-719K4.6
7067,CTB-47B8.4
7068,HLA-DOA
7069,HLA-DOB
7070,MAST2
7071,OR4A50P
7072,CALR3
7073,STIM1
7074,STIM2
7075,ANTXR1
7076,RNU6-898P
7077,ANTXR2
7078,SUCLA2-AS1
7079,OR51S1
7080,MAP2
7081,C8A
7082,C8B
7083,HLA-DRB9
7084,MAP6
7085,MAP7
7086,MAP4
7087,C8G
7088,TEAD3
7089,TEAD2
7090,TEAD1
7091,MAP9
7092,TEAD4
7093,PTPN22
7094,PTPN23
7095,FAM180B
7096,PTPN21
7097,PLEKHF1
7098,MIR6505
7099,MIR6506
7100,RNU12-2P
7101,MIR6508
7102,MIR6509
7103,CHIT1
7104,AP000783.1
7105,MTND2P20
7106,AC079467.1
7107,SERPINI1
7108,SERPINI2
7109,MTND2P23
7110,FANK1
7111,TMEM220-AS1
